date,cluster_name,datacenter,business_unit,storage_platform,vm_count,avg_memory_utilization_pct,p95_memory_utilization_pct,avg_disk_read_kbps,avg_disk_write_kbps,avg_disk_total_kbps,p95_disk_total_kbps,avg_network_total_kbps,high_disk_spike_count
2013-08-18,FS-CLUSTER-16,Atlanta,Logistics,Fast SAN-style storage,58,8.25799207136073,13.403663915349805,159.8150693827777,366.5478881477335,526.3629575305112,1279.6829815395326,305.7219344350008,444
2013-08-18,FS-CLUSTER-17,Memphis,Operations,Fast SAN-style storage,56,10.09240512540189,17.853512489468375,124.299987595421,119.78192366461523,244.08191126003624,1794.2666794217669,821.3944976724321,472
2013-08-18,FS-CLUSTER-18,Indianapolis,Finance,Fast SAN-style storage,57,9.020741910845388,16.058633615107244,77.02032446150974,63.649308539771766,140.6696330012815,1119.655020242915,255.67322709652092,666
2013-08-18,FS-CLUSTER-19,Dallas,Customer Systems,Fast SAN-style storage,59,9.261624567209282,15.769334923881257,305.7039578423186,118.26059417604262,423.9645520183612,2523.419571135078,148.0471011712184,613
2013-08-18,FS-CLUSTER-20,Atlanta,Analytics,Fast SAN-style storage,58,7.336351068654973,12.095667372326847,127.541610420364,30.43860688886731,157.9802173092313,783.8171264367813,109.61393789815575,900
2013-08-19,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,60,10.515210603919003,20.524161081480703,3117.160173346424,290.26189910574504,3407.422072452168,4906.752138888888,74.81911237644862,668
2013-08-19,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,61,10.382042437136302,20.19629348534605,159.20808703762088,96.6639737843867,255.87206082200757,2269.583021077283,63.95321365802694,676
2013-08-19,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,59,11.93859966707815,19.930848912246717,595.2608371471745,50.79029315902678,646.0511303062011,874.1550847457621,66.35143547340955,540
2013-08-19,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,62,8.333396865165712,16.0721404577453,50.05348913575376,31.600909125757124,81.65439826151088,282.07091397849234,35.48329616628083,728
2013-08-19,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage,59,12.436800412491156,19.995928163840667,38.16341300066077,34.136881552151,72.30029455281176,322.51192090395466,188.18230621641192,710
2013-08-19,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage,61,8.033442011448075,15.43755157409126,68.49775269907349,34.51097633166071,103.0087290307342,173.24896955503505,64.2287289257835,625
2013-08-19,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage,60,9.688920433172834,19.080559509715854,39.14109666549199,5.983022391398553,45.12411905689054,419.213397435897,67.91681451164793,659
2013-08-19,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage,60,10.281701376942047,19.064297699779512,670.5318976580534,93.96524415471542,764.4971418127692,2922.9353452380947,290.6569095437402,688
2013-08-19,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage,60,12.04085352059841,20.823657510117144,3.39977068949757,16.380037195532076,19.779807885029648,40.81777777777776,71.23255029709036,779
2013-08-19,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage,58,11.600959491479005,19.019461240946,652.8796188725172,41.10419105079732,693.9838099233145,915.5688300492608,21.468268243784543,623
2013-08-19,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage,60,9.611844293490591,19.673825093179502,36.07245097114829,86.46657588773269,122.53902685888096,267.4042136752129,65.45142901827789,854
2013-08-19,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage,60,8.550772038955456,16.223061693365228,636.6895834428329,62.44517107378273,699.1347545166158,948.382611111111,82.62470194118302,742
2013-08-19,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage,60,8.297160534848917,15.835041063717412,54.01981761733395,88.05825715404988,142.07807477138385,1018.0535555555552,125.9981652396044,539
2013-08-19,FS-CLUSTER-14,Indianapolis,Customer Systems,Fast SAN-style storage,58,10.854554581156892,18.50636707141263,11.488564858813625,48.85530758222521,60.34387244103883,111.64413793103444,153.11574550457863,545
2013-08-19,FS-CLUSTER-15,Dallas,Analytics,Fast SAN-style storage,62,6.870542912883747,11.844760716618726,0.7347470928570948,24.24543278984784,24.98017988270493,33.46883640552991,29.871319511751317,765
2013-08-19,FS-CLUSTER-16,Atlanta,Logistics,Fast SAN-style storage,58,9.130665908602914,16.930629460838745,139.64395532878297,81.64274966516649,221.28670499394943,1125.347097701149,59.12145853205963,590
2013-08-19,FS-CLUSTER-17,Memphis,Operations,Fast SAN-style storage,56,10.770720269612802,20.017690134841573,123.17876925239251,121.21921779399436,244.39798704638693,1690.85678571428,100.02287286595752,538
2013-08-19,FS-CLUSTER-18,Indianapolis,Finance,Fast SAN-style storage,57,10.650646974998637,19.81147703949938,25.921544127555396,16.61469409535936,42.536238222914754,82.5695572263993,159.30535667457212,779
2013-08-19,FS-CLUSTER-19,Dallas,Customer Systems,Fast SAN-style storage,60,9.23137952148747,16.122706196730572,160.14303499014665,139.83661147123487,299.97964646138155,1444.1767857142836,112.3770153046455,684
2013-08-19,FS-CLUSTER-20,Atlanta,Analytics,Fast SAN-style storage,59,8.43147672365332,15.038774390296648,109.9984681151795,29.49495766129085,139.49342577647036,486.5888135593208,106.19311265535234,838
2013-08-20,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,60,11.173033841712892,21.517823023480037,3048.656269566501,281.8467628309019,3330.503032397404,4276.637781746031,85.3802896001175,851
2013-08-20,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,61,11.549927870489944,22.075133283407908,196.77281806401496,100.00299554436576,296.77581360838064,2496.6865573770488,83.5747476579171,1043
2013-08-20,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,59,12.818898197819632,20.96430406746679,618.8764986496801,23.847818321819624,642.7243169714998,880.7454802259887,59.747242380982165,711
2013-08-20,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,62,8.731325050530021,18.02810923039396,34.31744453282135,28.362209282919785,62.67965381574114,177.8014628136199,54.96171172104552,862
2013-08-20,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage,59,12.36731847274426,20.832583047668653,41.14281015953863,40.17244976611493,81.31525992565354,431.3287193973627,299.8306546471277,754
2013-08-20,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage,60,8.695458278015915,17.30671488170002,72.95664742750913,40.06227974720901,113.01892717471812,200.01494444444427,71.73839216450679,771
2013-08-20,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage,60,11.00111353244398,20.98619396377796,37.83176482490587,5.593759620682807,43.425524445588685,416.4510555555553,93.30156152031608,782
2013-08-20,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage,60,10.64398683563254,19.150816126527893,731.8757584606896,84.72283230749416,816.5985907681836,4056.52453571428,198.9004098067973,1013
2013-08-20,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage,61,13.31246536967767,22.718290728954923,3.523329014323383,17.679272457573834,21.20260147189721,41.70311475409835,61.60000671531291,884
2013-08-20,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage,58,11.904923863864571,20.32831402500447,645.7789684579134,31.05752819414496,676.8364966520583,722.9362919838775,28.93366432108591,788
2013-08-20,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage,60,10.632637869058929,20.290531605958257,43.75010616203419,78.60116907075017,122.35127523278436,299.4019404761904,65.53038661890702,964
2013-08-20,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage,60,9.270980355346037,18.39431690208779,702.8550551606534,84.55199136049058,787.407046521144,1605.4163333333324,130.39714830072788,942
2013-08-20,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage,60,9.2242069156372,17.32060288004964,58.78924716092399,79.81604810448889,138.60529526541288,976.4632499999996,131.89498896569782,666
2013-08-20,FS-CLUSTER-14,Indianapolis,Customer Systems,Fast SAN-style storage,58,11.958423560011047,20.26755261130649,19.917007240525777,53.61725305013163,73.53426029065741,139.97925287356304,174.1496498022058,684
2013-08-20,FS-CLUSTER-15,Dallas,Analytics,Fast SAN-style storage,62,7.455861610845483,12.765792861963744,0.831005372870784,25.506033967093785,26.33703933996457,38.41870967741932,35.63055834072443,812
2013-08-20,FS-CLUSTER-16,Atlanta,Logistics,Fast SAN-style storage,58,10.208257004021812,18.51789669820386,139.33881819483932,34.97389970817956,174.31271790301886,1034.6220881226052,61.195656730253965,813
2013-08-20,FS-CLUSTER-17,Memphis,Operations,Fast SAN-style storage,57,12.597820360963508,22.457996601600808,122.02499908712892,126.59638138094692,248.62138046807587,1741.050584795321,181.10010373394047,794
2013-08-20,FS-CLUSTER-18,Indianapolis,Finance,Fast SAN-style storage,57,11.678411366336862,22.260170230757755,29.951080382270145,59.98842806161797,89.93950844388812,355.1969214703423,152.63631531837078,1149
2013-08-20,FS-CLUSTER-19,Dallas,Customer Systems,Fast SAN-style storage,60,9.782839940633355,16.926468541982544,137.31877140654709,100.90315198835718,238.2219233949043,1503.1905357142846,131.58447356687674,918
2013-08-20,FS-CLUSTER-20,Atlanta,Analytics,Fast SAN-style storage,59,8.85567611649609,15.029759665101173,147.823724066428,26.117976802301257,173.9417008687293,804.2585875706211,143.30975428183618,840
2013-08-21,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,60,10.593264778851164,19.780320751289256,2978.6645069998176,289.6220849598012,3268.2865919596184,4340.836777777777,69.65784885903048,858
2013-08-21,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,61,9.886114209951986,18.668530638608043,161.7544049220716,91.77746949517112,253.5318744172428,2267.095136612022,63.43473245685682,718
2013-08-21,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,60,35.42006366567219,20.51041340195048,595.4964582816887,26.333778274722597,621.8302365564113,758.7111111111093,69.95812801362283,752
2013-08-21,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,62,7.678253381420058,15.796624208770265,121.03545911932068,26.82904376064951,147.8645028799702,595.566357526881,42.88938883941814,873
2013-08-21,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage,59,11.78086243437183,18.94775579368214,52.67694775096346,58.57076545032107,111.24771320128455,461.8207156308837,214.08681416202668,776
2013-08-21,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage,60,7.387682295247592,16.5387592069892,68.94166073124407,39.78123505183835,108.72289578308242,193.5570833333328,74.04948912969748,827
2013-08-21,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage,60,9.625293057401985,19.51017292234068,38.82607101521163,8.270067160343139,47.09613817555478,427.5884464285713,57.43471418531315,778
2013-08-21,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage,60,10.22605908751581,18.71848659021588,668.3934094212632,81.38878907344757,749.7821984947108,3545.625551587293,173.4703363591094,746
2013-08-21,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage,62,12.675915613706591,22.54213659381536,4.68118647332357,18.760867376663477,23.442053849987044,49.68913978494599,126.52091749928783,835
2013-08-21,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage,58,10.75269349387116,18.42346543354741,645.4533507527343,33.76153501290675,679.2148857656409,754.0002613574159,45.201584356116896,756
2013-08-21,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage,60,9.345469353706072,17.21323646535357,32.765668207700124,69.14434253512427,101.9100107428244,323.72971825396786,73.62755913117374,844
2013-08-21,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage,60,11.150754172809991,18.01222787655128,655.7283716266326,53.75041351334415,709.4787851399767,1005.3218492063484,50.21219783089258,834
2013-08-21,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage,60,7.916511135767118,16.94732040671479,64.21839169280734,76.56402627570489,140.78241796851225,987.7636587301582,147.33045278684435,571
2013-08-21,FS-CLUSTER-14,Indianapolis,Customer Systems,Fast SAN-style storage,58,10.658051918573406,18.719628610241568,13.760953643492256,55.293065957995005,69.05401960148728,124.92529967159268,147.50697452026475,712
2013-08-21,FS-CLUSTER-15,Dallas,Analytics,Fast SAN-style storage,62,6.831324353505936,11.865563762157654,1.3014633757073273,26.97905159077792,28.28051496648525,32.95581221198156,29.837560274860294,849
2013-08-21,FS-CLUSTER-16,Atlanta,Logistics,Fast SAN-style storage,58,9.14758411357941,17.05312327387908,202.74711485580377,24.28651938723385,227.03363424303765,1316.1674445812805,83.72266531038017,708
2013-08-21,FS-CLUSTER-17,Memphis,Operations,Fast SAN-style storage,57,11.1970245703394,20.520065930129217,122.7317431309756,120.5300909636984,243.261834094674,1699.2188596491171,77.76131692449309,691
2013-08-21,FS-CLUSTER-18,Indianapolis,Finance,Fast SAN-style storage,57,10.218223656991038,19.015753910814546,28.344908857409195,18.012905533583417,46.357814390992615,97.0212781954886,105.76104481754754,952
2013-08-21,FS-CLUSTER-19,Dallas,Customer Systems,Fast SAN-style storage,60,9.362787305909327,15.94046800179974,145.02315937871927,136.58961142143608,281.6127708001553,1399.2525555555544,169.1763994381069,827
2013-08-21,FS-CLUSTER-20,Atlanta,Analytics,Fast SAN-style storage,59,8.208342522222273,15.328763479953784,88.10607984875564,40.97446561261668,129.0805454613723,809.0876594027428,103.0117181823264,900
2013-08-22,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,61,89.91965982874423,42.1906443958228,2787.95918065696,285.82057835739084,3073.779759014351,4721.588087431694,539.7140834375418,1077
2013-08-22,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,60,13.198079125710771,23.254517020164624,171.84272245038645,94.43495419113884,266.27767664152526,2358.3918492063463,109.329428125918,1061
2013-08-22,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,60,12.71439397180662,20.64773205095313,611.0317128625405,18.611905742424074,629.6436186049647,960.3953015873012,78.27792375918922,684
2013-08-22,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,62,9.15622828003019,17.817283913051316,132.02274101194536,27.40973840603815,159.43247941798353,578.8700537634409,59.26186937106031,940
2013-08-22,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage,59,13.358455127783426,21.70479367453674,93.92282718809578,74.67950692051899,168.60233410861477,1166.744350282488,723.3355539510828,838
2013-08-22,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage,59,9.231905245003372,17.759649337567108,77.66942287813198,42.89074310381978,120.56016598195176,168.22969054956332,113.72351010491936,978
2013-08-22,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage,60,11.941678758063327,21.814984758242545,39.204513162892376,6.964764210346774,46.169277373239154,410.6317222222223,96.94253564419198,789
2013-08-22,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage,61,10.790278353174935,19.376771555064924,709.2204139599723,90.4923833187321,799.7127972787042,3942.169990241986,214.14608412139847,958
2013-08-22,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage,62,14.619596065578468,24.02728690300724,3.1817315877395504,14.832267678905684,18.013999266645236,37.01900921658984,113.72570502460654,932
2013-08-22,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage,59,12.043679501164696,19.647089050676705,634.6538253548802,32.96919889231646,667.6230242471966,807.213267419962,71.833033592461,840
2013-08-22,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage,60,11.171834215400448,20.38188930761094,31.01566228214166,70.40635602368614,101.4220183058278,264.5841230158727,52.64676506038413,1054
2013-08-22,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage,61,19.446439696693268,20.06943482595761,662.7703805502981,69.64198926355819,732.4123698138563,1106.0975956284149,188.9329672210418,1031
2013-08-22,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage,60,8.967201369443483,17.233958689642222,66.00436426809718,76.6201707496617,142.62453501775886,935.8928293650786,132.67309399637097,898
2013-08-22,FS-CLUSTER-14,Indianapolis,Customer Systems,Fast SAN-style storage,58,12.774835487477976,20.574863764050622,12.187398427621906,69.83566460222569,82.02306302984759,124.44110837438404,185.4302662360552,786
2013-08-22,FS-CLUSTER-15,Dallas,Analytics,Fast SAN-style storage,62,8.169645683687229,13.744261291938718,1.1817139687861695,27.092294663133767,28.274008631919934,35.8844623655914,61.79373751984119,814
2013-08-22,FS-CLUSTER-16,Atlanta,Logistics,Fast SAN-style storage,60,11.365729425144504,19.231611123548667,600.4247829153712,40.13960532429649,640.5643882396676,2141.399055555556,178.42943837999098,810
2013-08-22,FS-CLUSTER-17,Memphis,Operations,Fast SAN-style storage,57,13.157733143688375,22.901039416892036,126.52617368571468,122.04516900096056,248.57134268667525,1713.8068671679175,111.17237802199274,1213
2013-08-22,FS-CLUSTER-18,Indianapolis,Finance,Fast SAN-style storage,57,11.008948070723337,18.881569539213366,27.66701809946433,27.33932601757442,55.00634411703875,143.71959064327493,152.74283682919673,1115
2013-08-22,FS-CLUSTER-19,Dallas,Customer Systems,Fast SAN-style storage,60,11.55027693397215,20.82295907672334,180.96062489370988,168.23716675988408,349.19779165359404,1926.0676388888885,168.99407539008882,907
2013-08-22,FS-CLUSTER-20,Atlanta,Analytics,Fast SAN-style storage,59,8.868762690123493,15.78661469419247,98.67538588573164,42.33937059066688,141.01475647639853,538.8134250495265,128.82164577084882,750
2013-08-23,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,60,10.835772506682432,18.96942751642707,2578.8370679012346,301.8251918307388,2880.662259731973,5016.29036111111,61.27287457286155,885
2013-08-23,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,60,11.646850592519284,21.30194712016577,168.21880497685186,98.8204292678772,267.0392342447291,2382.281388888889,88.26173478816708,777
2013-08-23,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,59,12.388380396930264,19.71213648007392,603.4051087766792,18.48935841602685,621.894467192706,870.3457344632745,46.224523305084745,637
2013-08-23,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,62,7.837753598625029,15.09916026772154,121.39404184292036,28.052710971077907,149.4467528139983,456.1263440860204,38.51612690000039,721
2013-08-23,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage,59,12.92154844293628,19.4287765159429,81.5350994814978,36.10119602897233,117.63629551047012,803.8515254237287,494.64934182427993,725
2013-08-23,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage,60,8.226865898341678,15.46174967776206,56.24825883115543,41.37333890610181,97.62159773725725,181.23177777777764,89.48608131631701,978
2013-08-23,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage,60,10.682178646489756,19.44464250149466,38.84961047729277,7.244461170902143,46.09407164819492,405.3966666666666,79.08844023276748,575
2013-08-23,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage,61,11.840612030394611,25.613399924817895,672.2308748386745,88.39489948155845,760.625774320233,3156.138971110848,146.03958506439295,770
2013-08-23,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage,62,13.455388902909858,22.125727432887903,1.7839238736920189,14.510415591539584,16.2943394652316,34.26602150537633,117.74083967527768,801
2013-08-23,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage,59,11.380856098718134,18.404304215898524,632.2140779134158,37.12669382661437,669.34077174003,815.8933333333331,32.58413998313363,859
2013-08-23,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage,60,10.403513738565277,17.972601675668926,31.536725914903,66.28648965521361,97.8232155701166,225.85398015873008,62.11255533288086,741
2013-08-23,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage,61,9.350615044778849,17.501195544774916,896.5043202874274,67.2437756308658,963.7480959182932,3849.834863387977,139.68588319031454,784
2013-08-23,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage,60,8.620629672598891,15.544761300508275,57.91394293303147,76.48675916852567,134.40070210155713,892.060083333333,131.44798095134033,730
2013-08-23,FS-CLUSTER-14,Indianapolis,Customer Systems,Fast SAN-style storage,57,11.661205545085569,18.59813278262062,18.366427582326708,68.22697884068498,86.59340642301167,121.9405847953216,164.9587196419159,610
2013-08-23,FS-CLUSTER-15,Dallas,Analytics,Fast SAN-style storage,62,7.654322215808521,12.75882056721784,1.0849603707970643,25.280994675034496,26.36595504583156,33.466451612903214,49.933936438598735,585
2013-08-23,FS-CLUSTER-16,Atlanta,Logistics,Fast SAN-style storage,59,9.817398804194491,17.348664052842015,198.36273406230592,751.7115868251725,950.0743208874784,1974.355988700563,73.82968904134158,1129
2013-08-23,FS-CLUSTER-17,Memphis,Operations,Fast SAN-style storage,57,11.405290424341848,20.455561514809457,122.8816553491992,123.0564092950652,245.9380646442644,1519.9044360902235,84.87023282550513,887
2013-08-23,FS-CLUSTER-18,Indianapolis,Finance,Fast SAN-style storage,57,11.095186061815635,20.16265092960152,55.23015742481202,48.3085969552161,103.53875438002814,530.1237426900577,180.88251432716893,906
2013-08-23,FS-CLUSTER-19,Dallas,Customer Systems,Fast SAN-style storage,59,9.74471544526966,15.980770336326612,155.37855967596437,122.68474297497072,278.06330265093504,1358.9085875706205,124.0405309717942,676
2013-08-23,FS-CLUSTER-20,Atlanta,Analytics,Fast SAN-style storage,59,8.797899685900305,14.853837550431086,116.6484752300396,24.404470093627797,141.0529453236674,666.1584848484835,118.27214807788673,566
2013-08-24,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,61,9.17349240972232,16.02258281462511,2702.5094584188587,300.9551210640466,3003.4645794829053,4338.3731303669,41.16240837718755,609
2013-08-24,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,60,9.723743498231409,18.466952158951,142.6949738738068,83.18939459363604,225.88436846744287,2148.577241071428,36.72557184588879,502
2013-08-24,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,59,11.157043911861573,17.544179071079427,593.8052552971034,10.363355065804791,604.168610362908,649.610403551251,38.784324823554805,478
2013-08-24,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,61,6.985986453257217,13.88323351189097,57.61953356889713,26.249681344981767,83.86921491387888,320.2593268753104,15.877021872204423,584
2013-08-24,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage,59,11.872172081632725,17.513120702360986,29.56365372818933,13.41417361221214,42.97782734040146,196.53110169491524,146.3781975823365,512
2013-08-24,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage,60,6.82093665323762,13.437903113027838,58.756948121605134,41.67242067396929,100.42936879557442,237.0906717171716,45.5706338860218,717
2013-08-24,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage,60,9.428815657619523,18.613150338067044,38.74477502534876,6.424454695628204,45.16922972097697,413.4509444444444,49.60621668729964,595
2013-08-24,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage,61,9.376378356572673,17.081463653485795,628.5812060351013,91.47707510197031,720.0582811370715,3556.634014291717,139.80347028910597,619
2013-08-24,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage,62,11.709258724121884,19.641953167702408,1.7501811115838315,12.548974727547122,14.299155839130954,30.260430107526865,55.97939116743611,591
2013-08-24,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage,59,10.79201830151745,17.779828292889043,635.2381412726239,25.315371116376,660.5535123889998,724.7489830508473,31.627675009259324,673
2013-08-24,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage,60,9.028816349592722,16.011432763031497,25.04278797469092,59.22512476096689,84.2679127356578,188.4072698412696,76.20935568589876,587
2013-08-24,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage,61,8.572692063765476,16.210135538975916,641.9802391405111,47.74052364881381,689.7207627893249,878.3756830601089,37.32724141268652,608
2013-08-24,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage,60,8.502407220067026,15.352742813246705,80.40992349811609,79.96650173319026,160.37642523130634,1123.3825555555536,226.33248507743065,630
2013-08-24,FS-CLUSTER-14,Indianapolis,Customer Systems,Fast SAN-style storage,57,10.180177626018166,17.169321578645143,11.271517766655618,65.86627513557374,77.13779290222936,100.76933583959898,113.91228310277256,537
2013-08-24,FS-CLUSTER-15,Dallas,Analytics,Fast SAN-style storage,62,6.682388423827188,11.1791034211833,1.5162929391573878,26.13527194652696,27.651564885684348,32.50158986175115,29.12769650286703,573
2013-08-24,FS-CLUSTER-16,Atlanta,Logistics,Fast SAN-style storage,59,8.868266008924927,15.923336510221294,176.89607999734153,401.2994403024794,578.1955202998209,1936.8345409604512,47.71676057389559,745
2013-08-24,FS-CLUSTER-17,Memphis,Operations,Fast SAN-style storage,58,12.587407789427033,26.67954729513172,120.0900655495868,121.765668058311,241.8557336078978,1752.1386206896525,117.4648952875614,624
2013-08-24,FS-CLUSTER-18,Indianapolis,Finance,Fast SAN-style storage,57,9.57728299276105,18.09033500230916,62.91302141446634,46.06338072069703,108.97640213516335,981.4298830409298,172.7978570779321,486
2013-08-24,FS-CLUSTER-19,Dallas,Customer Systems,Fast SAN-style storage,59,9.084360629458438,14.945506741185268,93.96243130376128,98.11469763879654,192.07712894255783,1193.9857788539136,135.20155826136954,539
2013-08-24,FS-CLUSTER-20,Atlanta,Analytics,Fast SAN-style storage,58,8.358493359179214,13.933364398263851,61.99726657659936,25.057903617008844,87.0551701936082,253.75893978148247,79.62139528268966,622
2013-08-25,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,61,9.139925991695351,15.65587060214578,2911.8071554752137,262.04823064987465,3173.855386125088,3857.370491803278,37.85871154219494,563
2013-08-25,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,60,9.050903694986324,15.00362284484735,158.85770664295055,90.93690694397476,249.7946135869253,2345.8875555555555,79.57197807225681,530
2013-08-25,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,59,10.351268401611351,15.255743519024245,611.4331424723828,10.26467634521361,621.6978188175964,732.6782485875707,26.26009476788798,510
2013-08-25,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,61,5.99988569024524,9.97296597459946,38.43577421431672,26.690949108137172,65.1267233224539,346.0523965651834,8.667128243861672,619
2013-08-25,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage,59,11.64171794104896,16.599992447056692,22.393143180369304,9.757285179995728,32.150428360365034,162.05542372881357,68.79383862559614,528
2013-08-25,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage,60,6.154507569707702,10.567662220001102,72.87124460904948,38.2607597638521,111.13200437290158,162.88727777777768,31.38849512469721,579
2013-08-25,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage,60,8.329154584059438,13.486472838630055,38.97262156145141,6.42389366428674,45.39651522573816,426.0507692307692,38.06662077744866,540
2013-08-25,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage,61,8.683021377979331,14.683214130312368,781.6936023763222,101.5273154299058,883.2209178062279,4771.272597047755,125.94751394694492,684
2013-08-25,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage,62,10.755513362090465,15.98897611760838,1.5980636908175685,15.443778551618976,17.041842242436545,31.40123655913978,10.84356051144997,627
2013-08-25,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage,59,10.86155602347589,16.358740527350196,769.9708924871916,26.70311295445501,796.6740054416466,1136.548224374495,47.20809247655532,806
2013-08-25,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage,60,9.210751863208328,15.347135671611609,88.61340876098134,56.307935230742295,144.92134399172363,267.2122222222222,160.72455974943563,671
2013-08-25,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage,61,7.5319147814966865,12.74807443046714,636.9014366206961,42.44244774991441,679.3438843706105,1043.5594275305743,33.03590125610317,580
