vm_id,trace_type,cluster_name,datacenter,business_unit,storage_platform
fastStorage_2013-8_1112,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1119,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1120,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1142,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1144,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1147,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1158,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1176,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1218,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1227,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1249,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_290,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_310,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_321,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_323,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_357,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_382,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_415,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_427,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_440,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_450,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_465,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_48,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_519,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_539,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_562,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_568,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_616,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_627,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_63,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_637,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_668,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_67,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_671,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_691,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_692,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_746,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_762,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_766,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_778,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_786,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_788,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_806,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_811,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_82,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_823,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_830,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_840,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_853,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_899,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_927,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_946,fastStorage,FS-CLUSTER-05,Memphis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1012,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_1065,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_1091,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_1109,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_1123,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_1168,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_1204,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_1221,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_134,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_151,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_186,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_237,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_240,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_245,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_267,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_276,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_278,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_285,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_297,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_301,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_306,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_345,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_349,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_352,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_354,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_372,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_395,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_403,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_423,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_436,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_472,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_484,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_498,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_516,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_520,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_526,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_559,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_560,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_585,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_589,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_64,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_648,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_673,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_686,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_689,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_695,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_697,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_699,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_712,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_726,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_736,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_744,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_748,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_751,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_781,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_796,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_833,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_836,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_866,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_887,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_903,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_928,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_940,fastStorage,FS-CLUSTER-06,Indianapolis,Logistics,Fast SAN-style storage
fastStorage_2013-8_1013,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1032,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1037,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1075,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1085,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1097,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1103,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1121,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1124,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1137,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1152,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_116,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1160,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1186,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1192,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1215,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_143,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_178,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_182,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_191,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_192,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_215,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_222,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_224,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_228,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_238,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_243,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_246,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_269,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_307,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_308,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_315,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_335,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_344,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_353,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_361,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_365,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_381,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_429,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_437,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_444,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_46,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_486,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_515,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_521,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_56,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_607,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_628,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_661,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_68,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_732,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_756,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_758,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_791,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_808,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_851,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_857,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_906,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_926,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_935,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_936,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_945,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_986,fastStorage,FS-CLUSTER-07,Dallas,Operations,Fast SAN-style storage
fastStorage_2013-8_1003,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_1027,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_1054,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_106,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_1072,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_1078,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_1125,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_114,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_1190,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_1194,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_1196,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_1198,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_1226,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_1242,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_144,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_150,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_172,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_184,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_208,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_214,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_234,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_264,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_289,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_318,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_334,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_341,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_363,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_390,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_447,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_448,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_468,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_489,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_510,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_530,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_550,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_571,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_575,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_584,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_625,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_641,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_655,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_665,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_667,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_678,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_713,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_730,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_733,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_768,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_78,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_795,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_824,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_835,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_861,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_870,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_875,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_877,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_882,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_90,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_915,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_949,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_959,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_985,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_990,fastStorage,FS-CLUSTER-08,Atlanta,Finance,Fast SAN-style storage
fastStorage_2013-8_10,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_102,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1021,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1034,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1069,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_107,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1073,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1077,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1093,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_11,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_113,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1132,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1133,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1148,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1150,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1166,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1183,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1187,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1228,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1229,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_158,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_168,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_171,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_194,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
